OG0005819	LdBPK_330017000.1	LbrM.33.2.001120.1-p1	LINF_330016600-T1-p1	LmjF.33.0930_mRNA-p1	LmxM.32.0930.1-p1
OG0005820	LdBPK_330017100.1	LbrM.33.2.001130.1-p1	LINF_330016700-T1-p1	LmjF.33.0935_mRNA-p1	LmxM.32.0935.1-p1
OG0005821	LdBPK_330017200.1	LbrM.33.2.001140.1-p1	LINF_330016800-T1-p1	LmjF.33.0940_mRNA-p1	LmxM.32.0940.1-p1
OG0005822	LdBPK_330017300.1	LbrM.33.2.001150.1-p1	LINF_330016900-T1-p1	LmjF.33.0950_mRNA-p1	LmxM.32.0950.1-p1
OG0005823	LdBPK_330017400.1	LbrM.33.2.001160.1-p1	LINF_330017000-T1-p1	LmjF.33.0960_mRNA-p1	LmxM.32.0960.1-p1
OG0005824	LdBPK_330017500.1	LbrM.33.2.001170.1-p1	LINF_330017100-T1-p1	LmjF.33.0970_mRNA-p1	LmxM.32.0970.1-p1
OG0005825	LdBPK_330017600.1	LbrM.33.2.001180.1-p1	LINF_330017200-T1-p1	LmjF.33.0980_mRNA-p1	LmxM.32.0980.1-p1
OG0005826	LdBPK_330017800.1	LbrM.33.2.001190.1-p1	LINF_330017400-T1-p1	LmjF.33.1000_mRNA-p1	LmxM.32.1000.1-p1
OG0005827	LdBPK_330017900.1	LbrM.33.2.001200.1-p1	LINF_330017500-T1-p1	LmjF.33.1010_mRNA-p1	LmxM.32.1010.1-p1
OG0005828	LdBPK_330018000.1	LbrM.33.2.001210.1-p1	LINF_330017600-T1-p1	LmjF.33.1020_mRNA-p1	LmxM.32.1020.1-p1
OG0005829	LdBPK_330018100.1	LbrM.33.2.001220.1-p1	LINF_330017700-T1-p1	LmjF.33.1030_mRNA-p1	LmxM.32.1030.1-p1
OG0005830	LdBPK_330018200.1	LbrM.33.2.001230.1-p1	LINF_330017800-T1-p1	LmjF.33.1035_mRNA-p1	LmxM.32.1035.1-p1
OG0005831	LdBPK_330018300.1	LbrM.33.2.001240.1-p1	LINF_330017900-T1-p1	LmjF.33.1040_mRNA-p1	LmxM.32.1040.1-p1
OG0005832	LdBPK_330018400.1	LbrM.33.2.001250.1-p1	LINF_330018000-T1-p1	LmjF.33.1050_mRNA-p1	LmxM.32.1050.1-p1
OG0005833	LdBPK_330018500.1	LbrM.33.2.001260.1-p1	LINF_330018100-T1-p1	LmjF.33.1060_mRNA-p1	LmxM.32.1060.1-p1
OG0005834	LdBPK_330018600.1	LbrM.33.2.001270.1-p1	LINF_330018200-T1-p1	LmjF.33.1070_mRNA-p1	LmxM.32.1070.1-p1
OG0005835	LdBPK_330018700.1	LbrM.33.2.001280.1-p1	LINF_330018300-T1-p1	LmjF.33.1080_mRNA-p1	LmxM.32.1080.1-p1
OG0005836	LdBPK_330018800.1	LbrM.33.2.001290.1-p1	LINF_330018400-T1-p1	LmjF.33.1090_mRNA-p1	LmxM.32.1090.1-p1
OG0005837	LdBPK_330018900.1	LbrM.33.2.001300.1-p1	LINF_330018500-T1-p1	LmjF.33.1100_mRNA-p1	LmxM.32.1100.1-p1
OG0005838	LdBPK_330019000.1	LbrM.33.2.001310.1-p1	LINF_330018600-T1-p1	LmjF.33.1110_mRNA-p1	LmxM.32.1110.1-p1
OG0005839	LdBPK_330019100.1	LbrM.33.2.001320.1-p1	LINF_330018700-T1-p1	LmjF.33.1120_mRNA-p1	LmxM.32.1120.1-p1
OG0005840	LdBPK_330019200.1	LbrM.33.2.001330.1-p1	LINF_330018800-T1-p1	LmjF.33.1130_mRNA-p1	LmxM.32.1130.1-p1
OG0005841	LdBPK_330019500.1	LbrM.33.2.001360.1-p1	LINF_330019100-T1-p1	LmjF.33.1150_mRNA-p1	LmxM.32.1150.1-p1
OG0005842	LdBPK_330019600.1	LbrM.33.2.001370.1-p1	LINF_330019200-T1-p1	LmjF.33.1160_mRNA-p1	LmxM.32.1160.1-p1
OG0005843	LdBPK_330019700.1	LbrM.33.2.001380.1-p1	LINF_330019300-T1-p1	LmjF.33.1170_mRNA-p1	LmxM.32.1170.1-p1
OG0005844	LdBPK_330019800.1	LbrM.33.2.001390.1-p1	LINF_330019400-T1-p1	LmjF.33.1180_mRNA-p1	LmxM.32.1180.1-p1
OG0005845	LdBPK_330019900.1	LbrM.33.2.001400.1-p1	LINF_330019500-T1-p1	LmjF.33.1190_mRNA-p1	LmxM.32.1190.1-p1
OG0005846	LdBPK_330020000.1	LbrM.33.2.001410.1-p1	LINF_330019600-T1-p1	LmjF.33.1200_mRNA-p1	LmxM.32.1200.1-p1
OG0005847	LdBPK_330020100.1	LbrM.33.2.001420.1-p1	LINF_330019700-T1-p1	LmjF.33.1210_mRNA-p1	LmxM.32.1210.1-p1
OG0005848	LdBPK_330020200.1	LbrM.33.2.001430.1-p1	LINF_330019800-T1-p1	LmjF.33.1220_mRNA-p1	LmxM.32.1220.1-p1
OG0005849	LdBPK_330020300.1	LbrM.33.2.001440.1-p1	LINF_330019900-T1-p1	LmjF.33.1230_mRNA-p1	LmxM.32.1230.1-p1
OG0005850	LdBPK_330020400.1	LbrM.33.2.001450.1-p1	LINF_330020000-T1-p1	LmjF.33.1240_mRNA-p1	LmxM.32.1240.1-p1
OG0005851	LdBPK_330020500.1	LbrM.33.2.001460.1-p1	LINF_330020100-T1-p1	LmjF.33.1245_mRNA-p1	LmxM.32.1245.1-p1
OG0005852	LdBPK_330020600.1	LbrM.33.2.001470.1-p1	LINF_330020200-T1-p1	LmjF.33.1250_mRNA-p1	LmxM.32.1250.1-p1
OG0005853	LdBPK_330020700.1	LbrM.33.2.001480.1-p1	LINF_330020300-T1-p1	LmjF.33.1260_mRNA-p1	LmxM.32.1260.1-p1
OG0005854	LdBPK_330020800.1	LbrM.33.2.001490.1-p1	LINF_330020400-T1-p1	LmjF.33.1270_mRNA-p1	LmxM.32.1270.1-p1
OG0005855	LdBPK_330020900.1	LbrM.33.2.001500.1-p1	LINF_330020500-T1-p1	LmjF.33.1280_mRNA-p1	LmxM.32.1280.1-p1
OG0005856	LdBPK_330021200.1	LbrM.33.2.001520.1-p1	LINF_330020800-T1-p1	LmjF.33.1300_mRNA-p1	LmxM.32.1300.1-p1
OG0005857	LdBPK_330021300.1	LbrM.33.2.001530.1-p1	LINF_330020900-T1-p1	LmjF.33.1305_mRNA-p1	LmxM.32.1305.1-p1
OG0005858	LdBPK_330021700.1	LbrM.33.2.001600.1-p1	LINF_330021300-T1-p1	LmjF.33.1330_mRNA-p1	LmxM.32.1330.1-p1
OG0005859	LdBPK_330021900.1	LbrM.33.2.001620.1-p1	LINF_330021500-T1-p1	LmjF.33.1350_mRNA-p1	LmxM.32.1350.1-p1
OG0005860	LdBPK_330022000.1	LbrM.33.2.001630.1-p1	LINF_330021600-T1-p1	LmjF.33.1355_mRNA-p1	LmxM.32.1355.1-p1
OG0005861	LdBPK_330022300.1	LbrM.33.2.001640.1-p1	LINF_330021900-T1-p1	LmjF.33.1360_mRNA-p1	LmxM.32.1360.1-p1
OG0005862	LdBPK_330022400.1	LbrM.33.2.001641.1-p1	LINF_330022000-T1-p1	LmjF.33.1370_mRNA-p1	LmxM.32.1370.1-p1
OG0005863	LdBPK_330022500.1	LbrM.33.2.210370.1-p1	LINF_330022100-T1-p1	LmjF.33.1380_mRNA-p1	LmxM.32.1380.1-p1
OG0005864	LdBPK_330022600.1	LbrM.33.2.001660.1-p1	LINF_330022200-T1-p1	LmjF.33.1390_mRNA-p1	LmxM.32.1390.1-p1
OG0005865	LdBPK_330022700.1	LbrM.33.2.001670.1-p1	LINF_330022300-T1-p1	LmjF.33.1400_mRNA-p1	LmxM.32.1400.1-p1
OG0005866	LdBPK_330022800.1	LbrM.33.2.001680.1-p1	LINF_330022400-T1-p1	LmjF.33.1410_mRNA-p1	LmxM.32.1410.1-p1
OG0005867	LdBPK_330022900.1	LbrM.33.2.001690.1-p1	LINF_330022500-T1-p1	LmjF.33.1420_mRNA-p1	LmxM.32.1420.1-p1
OG0005868	LdBPK_330023000.1	LbrM.33.2.001700.1-p1	LINF_330022600-T1-p1	LmjF.33.1430_mRNA-p1	LmxM.32.1430.1-p1
OG0005869	LdBPK_330023100.1	LbrM.33.2.001710.1-p1	LINF_330022700-T1-p1	LmjF.33.1440_mRNA-p1	LmxM.32.1440.1-p1
OG0005870	LdBPK_330023200.1	LbrM.33.2.001720.1-p1	LINF_330022800-T1-p1	LmjF.33.1450_mRNA-p1	LmxM.32.1450.1-p1
OG0005871	LdBPK_330023400.1	LbrM.33.2.001740.1-p1	LINF_330023000-T1-p1	LmjF.33.1470_mRNA-p1	LmxM.32.1470.1-p1
OG0005872	LdBPK_330023500.1	LbrM.33.2.001750.1-p1	LINF_330023100-T1-p1	LmjF.33.1490_mRNA-p1	LmxM.32.1490.1-p1
OG0005873	LdBPK_330023600.1	LbrM.33.2.001760.1-p1	LINF_330023200-T1-p1	LmjF.33.1500_mRNA-p1	LmxM.32.1500.1-p1
OG0005874	LdBPK_330023700.1	LbrM.33.2.001770.1-p1	LINF_330023300-T1-p1	LmjF.33.1510_mRNA-p1	LmxM.32.1510.1-p1
OG0005875	LdBPK_330023800.1	LbrM.33.2.001780.1-p1	LINF_330023400-T1-p1	LmjF.33.1520_mRNA-p1	LmxM.32.1520.1-p1
OG0005876	LdBPK_330023900.1	LbrM.33.2.001790.1-p1	LINF_330023500-T1-p1	LmjF.33.1530_mRNA-p1	LmxM.32.1530.1-p1
OG0005877	LdBPK_330024100.1	LbrM.33.2.001800.1-p1	LINF_330023700-T1-p1	LmjF.33.1540.2_mRNA-p1	LmxM.32.1540.1-p1
OG0005878	LdBPK_330024200.1	LbrM.33.2.001810.1-p1	LINF_330023800-T1-p1	LmjF.33.1550_mRNA-p1	LmxM.32.1550.1-p1
OG0005879	LdBPK_330024300.1	LbrM.33.2.001820.1-p1	LINF_330023900-T1-p1	LmjF.33.1560_mRNA-p1	LmxM.32.1560.1-p1
OG0005880	LdBPK_330024400.1	LbrM.33.2.001830.1-p1	LINF_330024000-T1-p1	LmjF.33.1570_mRNA-p1	LmxM.32.1570.1-p1
OG0005881	LdBPK_330024500.1	LbrM.33.2.001840.1-p1	LINF_330024100-T1-p1	LmjF.33.1575_mRNA-p1	LmxM.32.1575.1-p1
OG0005882	LdBPK_330024600.1	LbrM.33.2.001850.1-p1	LINF_330024200-T1-p1	LmjF.33.1580_mRNA-p1	LmxM.32.1580.1-p1
OG0005883	LdBPK_330024700.1	LbrM.33.2.001860.1-p1	LINF_330024300-T1-p1	LmjF.33.1590_mRNA-p1	LmxM.32.1590.1-p1
OG0005884	LdBPK_330024800.1	LbrM.33.2.001870.1-p1	LINF_330024400-T1-p1	LmjF.33.1600_mRNA-p1	LmxM.32.1600.1-p1
OG0005885	LdBPK_330025000.1	LbrM.33.2.001890.1-p1	LINF_330024600-T1-p1	LmjF.33.1620_mRNA-p1	LmxM.32.1620.1-p1
OG0005886	LdBPK_330025100.1	LbrM.33.2.210440.1-p1	LINF_330024700-T1-p1	LmjF.33.1630_mRNA-p1	LmxM.32.1630.1-p1
OG0005887	LdBPK_330025200.1	LbrM.33.2.001910.1-p1	LINF_330024800-T1-p1	LmjF.33.1640_mRNA-p1	LmxM.32.1640.1-p1
OG0005888	LdBPK_330025300.1	LbrM.33.2.001920.1-p1	LINF_330024900-T1-p1	LmjF.33.1650_mRNA-p1	LmxM.32.1650.1-p1
OG0005889	LdBPK_330025400.1	LbrM.33.2.001930.1-p1	LINF_330025000-T1-p1	LmjF.33.1660_mRNA-p1	LmxM.32.1660.1-p1
OG0005890	LdBPK_330025500.1	LbrM.33.2.001940.1-p1	LINF_330025100-T1-p1	LmjF.33.1670_mRNA-p1	LmxM.32.1670.1-p1
OG0005891	LdBPK_330025600.1	LbrM.33.2.001950.1-p1	LINF_330025200-T1-p1	LmjF.33.1680_mRNA-p1	LmxM.32.1680.1-p1
OG0005892	LdBPK_330025800.1	LbrM.33.2.001960.1-p1	LINF_330025400-T1-p1	LmjF.33.1690_mRNA-p1	LmxM.32.1690.1-p1
OG0005893	LdBPK_330025900.1	LbrM.33.2.001970.1-p1	LINF_330025500-T1-p1	LmjF.33.1700_mRNA-p1	LmxM.32.1700.1-p1
OG0005894	LdBPK_330026000.1	LbrM.33.2.001980.1-p1	LINF_330025600-T1-p1	LmjF.33.1710_mRNA-p1	LmxM.32.1710.1-p1
OG0005895	LdBPK_330026100.1	LbrM.33.2.001990.1-p1	LINF_330025700-T1-p1	LmjF.33.1720_mRNA-p1	LmxM.32.1720.1-p1
OG0005896	LdBPK_330026200.1	LbrM.33.2.002000.1-p1	LINF_330025800-T1-p1	LmjF.33.1730_mRNA-p1	LmxM.32.1730.1-p1
OG0005897	LdBPK_330026300.1	LbrM.33.2.002010.1-p1	LINF_330025900-T1-p1	LmjF.33.1740_mRNA-p1	LmxM.32.1740.1-p1
OG0005898	LdBPK_330026600.1	LbrM.33.2.002040.1-p1	LINF_330026200-T1-p1	LmjF.33.1780_mRNA-p1	LmxM.32.1780.1-p1
OG0005899	LdBPK_330026700.1	LbrM.33.2.002050.1-p1	LINF_330026300-T1-p1	LmjF.33.1790_mRNA-p1	LmxM.32.1790.1-p1
OG0005900	LdBPK_330026800.1	LbrM.33.2.002060.1-p1	LINF_330026400-T1-p1	LmjF.33.1800_mRNA-p1	LmxM.32.1800.1-p1
OG0005901	LdBPK_330026900.1	LbrM.33.2.002070.1-p1	LINF_330026500-T1-p1	LmjF.33.1810_mRNA-p1	LmxM.32.1810.1-p1
OG0005902	LdBPK_330027100.1	LbrM.33.2.002090.1-p1	LINF_330026700-T1-p1	LmjF.33.1830_mRNA-p1	LmxM.32.1830.1-p1
OG0005903	LdBPK_330027300.1	LbrM.33.2.002110.1-p1	LINF_330026900-T1-p1	LmjF.33.1840_mRNA-p1	LmxM.32.1840.1-p1
OG0005904	LdBPK_330027400.1	LbrM.33.2.002120.1-p1	LINF_330027000-T1-p1	LmjF.33.1850_mRNA-p1	LmxM.32.1850.1-p1
OG0005905	LdBPK_330027500.1	LbrM.33.2.002130.1-p1	LINF_330027100-T1-p1	LmjF.33.1860_mRNA-p1	LmxM.32.1860.1-p1
OG0005906	LdBPK_330027600.1	LbrM.33.2.002140.1-p1	LINF_330027200-T1-p1	LmjF.33.1870_mRNA-p1	LmxM.32.1870.1-p1
OG0005907	LdBPK_330027700.1	LbrM.33.2.002150.1-p1	LINF_330027300-T1-p1	LmjF.33.1880_mRNA-p1	LmxM.32.1880.1-p1
OG0005908	LdBPK_330027800.1	LbrM.33.2.002160.1-p1	LINF_330027400-T1-p1	LmjF.33.1890_mRNA-p1	LmxM.32.1890.1-p1
OG0005909	LdBPK_330027900.1	LbrM.33.2.002170.1-p1	LINF_330027500-T1-p1	LmjF.33.1895_mRNA-p1	LmxM.32.1895.1-p1
OG0005910	LdBPK_330028000.1	LbrM.33.2.002180.1-p1	LINF_330027600-T1-p1	LmjF.33.1900_mRNA-p1	LmxM.32.1900.1-p1
OG0005911	LdBPK_330028100.1	LbrM.33.2.002190.1-p1	LINF_330027700-T1-p1	LmjF.33.1910_mRNA-p1	LmxM.32.1910.1-p1
OG0005912	LdBPK_330028200.1	LbrM.33.2.002200.1-p1	LINF_330027800-T1-p1	LmjF.33.1920_mRNA-p1	LmxM.32.1920.1-p1
OG0005913	LdBPK_330028400.1	LbrM.33.2.002210.1-p1	LINF_330028000-T1-p1	LmjF.33.1930_mRNA-p1	LmxM.32.1930.1-p1
OG0005914	LdBPK_330028500.1	LbrM.33.2.002220.1-p1	LINF_330028100-T1-p1	LmjF.33.1940_mRNA-p1	LmxM.32.1940.1-p1
OG0005915	LdBPK_330028600.1	LbrM.33.2.002230.1-p1	LINF_330028200-T1-p1	LmjF.33.1950_mRNA-p1	LmxM.32.1950.1-p1
OG0005916	LdBPK_330028700.1		LINF_330028300-T1-p1	LmjF.33.1955_mRNA-p1, LmjF.35.5100_mRNA-p1	LmxM.32.1955.1-p1
OG0005917	LdBPK_330028800.1	LbrM.33.2.002240.1-p1	LINF_330028400-T1-p1	LmjF.33.1960_mRNA-p1	LmxM.32.1960.1-p1
OG0005918	LdBPK_330028900.1	LbrM.33.2.002250.1-p1	LINF_330028500-T1-p1	LmjF.33.1970_mRNA-p1	LmxM.32.1970.1-p1
OG0005919	LdBPK_330029000.1	LbrM.33.2.002260.1-p1	LINF_330028600-T1-p1	LmjF.33.1980_mRNA-p1	LmxM.32.1980.1-p1
OG0005920	LdBPK_330029100.1	LbrM.33.2.002270.1-p1	LINF_330028700-T1-p1	LmjF.33.1990_mRNA-p1	LmxM.32.1990.1-p1
OG0005921	LdBPK_330029200.1	LbrM.33.2.002280.1-p1	LINF_330028800-T1-p1	LmjF.33.2000_mRNA-p1	LmxM.32.2000.1-p1
OG0005922	LdBPK_330029300.1	LbrM.33.2.002290.1-p1	LINF_330028900-T1-p1	LmjF.33.2010_mRNA-p1	LmxM.32.2010.1-p1
OG0005923	LdBPK_330029400.1	LbrM.33.2.002300.1-p1	LINF_330029000-T1-p1	LmjF.33.2020_mRNA-p1	LmxM.32.2020.1-p1
OG0005924	LdBPK_330029500.1	LbrM.33.2.002310.1-p1	LINF_330029100-T1-p1	LmjF.33.2030_mRNA-p1	LmxM.32.2030.1-p1
OG0005925	LdBPK_330029700.1	LbrM.33.2.002320.1-p1	LINF_330029300-T1-p1	LmjF.33.2040_mRNA-p1	LmxM.32.2040.1-p1
OG0005926	LdBPK_330029800.1	LbrM.33.2.002330.1-p1	LINF_330029400-T1-p1	LmjF.33.2050_mRNA-p1	LmxM.32.2050.1-p1
OG0005927	LdBPK_330029900.1	LbrM.33.2.002340.1-p1	LINF_330029500-T1-p1	LmjF.33.2060_mRNA-p1	LmxM.32.2060.1-p1
OG0005928	LdBPK_330030000.1	LbrM.33.2.002350.1-p1	LINF_330029600-T1-p1	LmjF.33.2070_mRNA-p1	LmxM.32.2070.1-p1
OG0005929	LdBPK_330030100.1	LbrM.33.2.002360.1-p1	LINF_330029700-T1-p1	LmjF.33.2080_mRNA-p1	LmxM.32.2080.1-p1
OG0005930	LdBPK_330030200.1	LbrM.33.2.002370.1-p1	LINF_330029800-T1-p1	LmjF.33.2090_mRNA-p1	LmxM.32.2090.1-p1
OG0005931	LdBPK_330030300.1	LbrM.33.2.002380.1-p1	LINF_330029900-T1-p1	LmjF.33.2100_mRNA-p1	LmxM.32.2100.1-p1
OG0005932	LdBPK_330030400.1	LbrM.33.2.002390.1-p1	LINF_330030000-T1-p1	LmjF.33.2110_mRNA-p1	LmxM.32.2110.1-p1
OG0005933	LdBPK_330030500.1	LbrM.33.2.002400.1-p1	LINF_330030100-T1-p1	LmjF.33.2120_mRNA-p1	LmxM.32.2120.1-p1
OG0005934	LdBPK_330030600.1	LbrM.33.2.002410.1-p1	LINF_330030200-T1-p1	LmjF.33.2130_mRNA-p1	LmxM.32.2130.1-p1
OG0005935	LdBPK_330030700.1	LbrM.33.2.002420.1-p1	LINF_330030300-T1-p1	LmjF.33.2140_mRNA-p1	LmxM.32.2140.1-p1
OG0005936	LdBPK_330030800.1	LbrM.33.2.002430.1-p1	LINF_330030400-T1-p1	LmjF.33.2150_mRNA-p1	LmxM.32.2150.1-p1
OG0005937	LdBPK_330030900.1	LbrM.33.2.002440.1-p1	LINF_330030500-T1-p1	LmjF.33.2160_mRNA-p1	LmxM.32.2160.1-p1
OG0005938	LdBPK_330031000.1	LbrM.33.2.002450.1-p1	LINF_330030600-T1-p1	LmjF.33.2170_mRNA-p1	LmxM.32.2170.1-p1
OG0005939	LdBPK_330031100.1	LbrM.33.2.002460.1-p1	LINF_330030700-T1-p1	LmjF.33.2180_mRNA-p1	LmxM.32.2180.1-p1
OG0005940	LdBPK_330031200.1	LbrM.33.2.002470.1-p1	LINF_330030800-T1-p1	LmjF.33.2190_mRNA-p1	LmxM.32.2190.1-p1
OG0005941	LdBPK_330031300.1	LbrM.33.2.002480.1-p1	LINF_330030900-T1-p1	LmjF.33.2200_mRNA-p1	LmxM.32.2200.1-p1
OG0005942	LdBPK_330031400.1	LbrM.33.2.002490.1-p1	LINF_330031000-T1-p1	LmjF.33.2205_mRNA-p1	LmxM.32.2205.1-p1
OG0005943	LdBPK_330031500.1	LbrM.33.2.002500.1-p1	LINF_330031100-T1-p1	LmjF.33.2210_mRNA-p1	LmxM.32.2210.1-p1
OG0005944	LdBPK_330031600.1	LbrM.33.2.002510.1-p1	LINF_330031200-T1-p1	LmjF.33.2220_mRNA-p1	LmxM.32.2220.1-p1
OG0005945	LdBPK_330031700.1	LbrM.33.2.002520.1-p1	LINF_330031300-T1-p1	LmjF.33.2230_mRNA-p1	LmxM.32.2230.1-p1
OG0005946	LdBPK_330031800.1	LbrM.33.2.002530.1-p1	LINF_330031400-T1-p1	LmjF.33.2240_mRNA-p1	LmxM.32.2240.1-p1
OG0005947	LdBPK_330031900.1	LbrM.33.2.002540.1-p1	LINF_330031500-T1-p1	LmjF.33.2250_mRNA-p1	LmxM.32.2250.1-p1
OG0005948	LdBPK_330032000.1	LbrM.33.2.002550.1-p1	LINF_330031600-T1-p1	LmjF.33.2260_mRNA-p1	LmxM.32.2260.1-p1
OG0005949	LdBPK_330032100.1	LbrM.33.2.002560.1-p1	LINF_330031700-T1-p1	LmjF.33.2270_mRNA-p1	LmxM.32.2270.1-p1
OG0005950	LdBPK_330032200.1	LbrM.33.2.002570.1-p1	LINF_330031800-T1-p1	LmjF.33.2280_mRNA-p1	LmxM.32.2280.1-p1
OG0005951	LdBPK_330032300.1	LbrM.33.2.002580.1-p1	LINF_330031900-T1-p1	LmjF.33.2290_mRNA-p1	LmxM.32.2290.1-p1
OG0005952	LdBPK_330032400.1	LbrM.33.2.002590.1-p1	LINF_330032000-T1-p1	LmjF.33.2300_mRNA-p1	LmxM.32.2300.1-p1
OG0005953	LdBPK_330032500.1	LbrM.33.2.002600.1-p1	LINF_330032100-T1-p1	LmjF.33.2310_mRNA-p1	LmxM.32.2310.1-p1
OG0005954	LdBPK_330032600.1	LbrM.33.2.002610.1-p1	LINF_330032200-T1-p1	LmjF.33.2320_mRNA-p1	LmxM.32.2320.1-p1
OG0005955	LdBPK_330032700.1	LbrM.33.2.002620.1-p1	LINF_330032300-T1-p1	LmjF.33.2330_mRNA-p1	LmxM.32.2330.1-p1
OG0005956	LdBPK_330032800.1	LbrM.33.2.210450.1-p1	LINF_330032400-T1-p1	LmjF.33.2340_mRNA-p1	LmxM.32.2340.1-p1
OG0005957	LdBPK_330033000.1	LbrM.30.2.000360.1-p1	LINF_330032600-T1-p1	LmjF.33.2360_mRNA-p1	LmxM.32.2360.1-p1
OG0005958	LdBPK_330033100.1	LbrM.30.2.000350.1-p1	LINF_330032700-T1-p1	LmjF.33.2370_mRNA-p1	LmxM.32.2370.1-p1
OG0005959	LdBPK_330033300.1	LbrM.33.2.002660.1-p1	LINF_330032900-T1-p1	LmjF.33.2380_mRNA-p1	LmxM.32.2380.1-p1
OG0005960	LdBPK_330033400.1	LbrM.33.2.002670.1-p1	LINF_330033000-T1-p1	LmjF.33.2390_mRNA-p1	LmxM.32.2390.1-p1
OG0005961	LdBPK_330033500.1	LbrM.33.2.002680.1-p1	LINF_330033100-T1-p1	LmjF.33.2400_mRNA-p1	LmxM.32.2400.1-p1
OG0005962	LdBPK_330033600.1	LbrM.33.2.002690.1-p1	LINF_330033200-T1-p1	LmjF.33.2410_mRNA-p1	LmxM.32.2410.1-p1
OG0005963	LdBPK_330033700.1	LbrM.33.2.002695.1-p1	LINF_330033300-T1-p1	LmjF.33.2420_mRNA-p1	LmxM.32.2420.1-p1
OG0005964	LdBPK_330033800.1	LbrM.33.2.002700.1-p1	LINF_330033400-T1-p1	LmjF.33.2430_mRNA-p1	LmxM.32.2430.1-p1
OG0005965	LdBPK_330033900.1	LbrM.33.2.002710.1-p1	LINF_330033600-T1-p1	LmjF.33.2440_mRNA-p1	LmxM.32.2440.1-p1
OG0005966	LdBPK_330034100.1	LbrM.33.2.002730.1-p1	LINF_330033800-T1-p1	LmjF.33.2460_mRNA-p1	LmxM.32.2460.1-p1
OG0005967	LdBPK_330034200.1	LbrM.33.2.002740.1-p1	LINF_330033900-T1-p1	LmjF.33.2470_mRNA-p1	LmxM.32.2470.1-p1
OG0005968	LdBPK_330034400.1	LbrM.33.2.002760.1-p1	LINF_330034100-T1-p1	LmjF.33.2490_mRNA-p1	LmxM.32.2490.1-p1
OG0005969	LdBPK_330034500.1	LbrM.33.2.002770.1-p1	LINF_330034200-T1-p1	LmjF.33.2500_mRNA-p1	LmxM.32.2500.1-p1
OG0005970	LdBPK_330034600.1	LbrM.33.2.002780.1-p1	LINF_330034300-T1-p1	LmjF.33.2510_mRNA-p1	LmxM.32.2510.1-p1
OG0005971	LdBPK_330034700.1	LbrM.33.2.002790.1-p1	LINF_330034400-T1-p1	LmjF.33.2520_mRNA-p1	LmxM.32.2520.1-p1
OG0005972	LdBPK_330034800.1	LbrM.33.2.002800.1-p1	LINF_330034500-T1-p1	LmjF.33.2530_mRNA-p1	LmxM.32.2530.1-p1
OG0005973	LdBPK_330034900.1	LbrM.33.2.002810.1-p1	LINF_330034600-T1-p1	LmjF.33.2540_mRNA-p1	LmxM.32.2540.1-p1
OG0005974	LdBPK_330035000.1	LbrM.33.2.002820.1-p1	LINF_330034700-T1-p1	LmjF.33.2550_mRNA-p1	LmxM.32.2550.1-p1
OG0005975	LdBPK_330035100.1	LbrM.33.2.002830.1-p1	LINF_330034800-T1-p1	LmjF.33.2560_mRNA-p1	LmxM.32.2560.1-p1
OG0005976	LdBPK_330035200.1	LbrM.33.2.002840.1-p1	LINF_330034900-T1-p1	LmjF.33.2570_mRNA-p1	LmxM.32.2570.1-p1
OG0005977	LdBPK_330035300.1	LbrM.33.2.002850.1-p1	LINF_330035000-T1-p1	LmjF.33.2580_mRNA-p1	LmxM.32.2580.1-p1
OG0005978	LdBPK_330035400.1	LbrM.33.2.002860.1-p1	LINF_330035100-T1-p1	LmjF.33.2585_mRNA-p1	LmxM.32.2585.1-p1
OG0005979	LdBPK_330035500.1	LbrM.33.2.002870.1-p1	LINF_330035200-T1-p1	LmjF.33.2590_mRNA-p1	LmxM.32.2590.1-p1
OG0005980	LdBPK_330035600.1	LbrM.33.2.002880.1-p1	LINF_330035300-T1-p1	LmjF.33.2600_mRNA-p1	LmxM.32.2600.1-p1
OG0005981	LdBPK_330035700.1	LbrM.33.2.002890.1-p1	LINF_330035400-T1-p1	LmjF.33.2610_mRNA-p1	LmxM.32.2610.1-p1
OG0005982	LdBPK_330035800.1	LbrM.33.2.002900.1-p1	LINF_330035500-T1-p1	LmjF.33.2620_mRNA-p1	LmxM.32.2620.1-p1
OG0005983	LdBPK_330035900.1	LbrM.33.2.002910.1-p1	LINF_330035600-T1-p1	LmjF.33.2630_mRNA-p1	LmxM.32.2630.1-p1
OG0005984	LdBPK_330036000.1	LbrM.33.2.002920.1-p1	LINF_330035700-T1-p1	LmjF.33.2640_mRNA-p1	LmxM.32.2640.1-p1
OG0005985	LdBPK_330036100.1	LbrM.33.2.002930.1-p1	LINF_330035800-T1-p1	LmjF.33.2650_mRNA-p1	LmxM.32.2650.1-p1
OG0005986	LdBPK_330036200.1	LbrM.33.2.002940.1-p1	LINF_330035900-T1-p1	LmjF.33.2660_mRNA-p1	LmxM.32.2660.1-p1
OG0005987	LdBPK_330036300.1	LbrM.33.2.002950.1-p1	LINF_330036000-T1-p1	LmjF.33.2670_mRNA-p1	LmxM.32.2670.1-p1
OG0005988	LdBPK_330036400.1	LbrM.33.2.002960.1-p1	LINF_330036100-T1-p1	LmjF.33.2680_mRNA-p1	LmxM.32.2680.1-p1
